frame,time_s,detected,mean_visibility,num_visible,nose_visibility,nose_x,nose_y,nose_z,left_shoulder_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_visibility,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_visibility,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_visibility,left_hip_x,left_hip_y,left_hip_z,right_hip_visibility,right_hip_x,right_hip_y,right_hip_z,left_knee_visibility,left_knee_x,left_knee_y,left_knee_z,right_knee_visibility,right_knee_x,right_knee_y,right_knee_z,left_ankle_visibility,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z
927,30.9,1,0.2633408375370961,3,0.9995379447937012,0.5336419930389262,0.76581733209864,-2.2332180233908345,0.7824367880821228,0.7117545290700155,1.009553488798568,-1.2836946886123768,0.8200855255126953,0.3443642094407533,0.9873569633857036,-1.329960865758926,0.16619814932346344,,,,0.19169144332408905,,,,0.07700955122709274,,,,0.07071409374475479,,,,0.06998742371797562,,,,0.06371401995420456,,,,0.0717289075255394,,,,0.06271889060735703,,,,0.023941319435834885,,,,0.023666830733418465,,,
928,30.933333333333334,1,0.2638572868532859,3,0.9995418787002563,0.5335836105775352,0.7664074395903248,-2.212390399424121,0.7891237735748291,0.7112189192313045,1.009820548390687,-1.2522357552189711,0.8282678723335266,0.3444158647727805,0.9869706529783145,-1.3093761862199993,0.16162501275539398,,,,0.19142678380012512,,,,0.0754503607749939,,,,0.0706024244427681,,,,0.07235042005777359,,,,0.06588286906480789,,,,0.06982585042715073,,,,0.060475531965494156,,,,0.02313872240483761,,,,0.02243322879076004,,,
929,30.966666666666665,1,0.2619349967974883,3,0.9995640516281128,0.5324983800711295,0.7668634301787424,-2.195150168253501,0.7874557375907898,0.7116035045302572,1.0099941148228828,-1.2483465924121298,0.8271231055259705,0.34524940848254027,0.9865123737737391,-1.295638678731227,0.1598919928073883,,,,0.1833721548318863,,,,0.07424560934305191,,,,0.06730257719755173,,,,0.07058034837245941,,,,0.0640898123383522,,,,0.06825277954339981,,,,0.0588151291012764,,,,0.022784443572163582,,,,0.02167721651494503,,,
930,31.0,1,0.25941572008797753,3,0.9995850324630737,0.5328073465509655,0.7684440307275519,-2.211091492632492,0.7821242213249207,0.7111768776954873,1.0102042315112718,-1.2484226880451192,0.8183485865592957,0.34585304140977063,0.9867049352545935,-1.3087770688366818,0.15307174623012543,,,,0.18041524291038513,,,,0.07100307941436768,,,,0.06471647322177887,,,,0.0671338438987732,,,,0.06023421883583069,,,,0.06988069415092468,,,,0.05932240188121796,,,,0.024328330531716347,,,,0.022240489721298218,,,
931,31.033333333333335,1,0.25937189677586925,3,0.9995978474617004,0.5325422380942513,0.769527366232797,-2.2038446722841503,0.7895025014877319,0.7108818330712283,1.009438468058409,-1.247995553472251,0.8192312121391296,0.34635786569071214,0.987962357933678,-1.302561790096993,0.15215197205543518,,,,0.1774074286222458,,,,0.07033970206975937,,,,0.06284135580062866,,,,0.0688253715634346,,,,0.06013280898332596,,,,0.06884048879146576,,,,0.057684171944856644,,,,0.02391454018652439,,,,0.02136525698006153,,,
932,31.066666666666666,1,0.25694148572018516,3,0.9996029734611511,0.5328224009478972,0.7704152875446748,-2.237510148772733,0.7826412320137024,0.7100163367234682,1.0093414218501757,-1.2825451420158418,0.8156756162643433,0.34650788654055875,0.9899383434799813,-1.343813655022546,0.14584749937057495,,,,0.17487512528896332,,,,0.06735929846763611,,,,0.060522835701704025,,,,0.06511883437633514,,,,0.05661414563655853,,,,0.06861832737922668,,,,0.05741925910115242,,,,0.024391811341047287,,,,0.021552355960011482,,,
933,31.1,1,0.2561979010128058,3,0.9996079802513123,0.5327298734926601,0.7704511631838907,-2.2382973043743726,0.7840554714202881,0.7102040655205757,1.0092696271234312,-1.3054251560059378,0.8179951906204224,0.3469108945570059,0.9912425691289953,-1.3604756455328413,0.14721719920635223,,,,0.17269660532474518,,,,0.06809451431035995,,,,0.05960659682750702,,,,0.06333038955926895,,,,0.05509037524461746,,,,0.06528671830892563,,,,0.05460212752223015,,,,0.022892022505402565,,,,0.02009752206504345,,,
934,31.133333333333333,1,0.25240843556821346,3,0.9996239542961121,0.5333297556678845,0.7710929875094393,-2.2437859382268557,0.7722317576408386,0.7092790429545519,1.0090171680177737,-1.3115080517471862,0.806476891040802,0.3471503083416986,0.9925933172387159,-1.3699764274055206,0.14031967520713806,,,,0.16695000231266022,,,,0.06556171178817749,,,,0.0572689063847065,,,,0.05994820222258568,,,,0.051934000104665756,,,,0.0639021098613739,,,,0.05372011661529541,,,,0.022923389449715614,,,,0.020448945462703705,,,
935,31.166666666666668,1,0.25353124966988194,3,0.9996418952941895,0.533590761247106,0.7715321079058537,-2.2091967189536232,0.7757859230041504,0.7089644787040505,1.0094662238883814,-1.2938869779664994,0.8120836615562439,0.34748347075347275,0.9935755514162374,-1.3510010424997518,0.14479032158851624,,,,0.17045241594314575,,,,0.06896963715553284,,,,0.0595264807343483,,,,0.059297479689121246,,,,0.051480624824762344,,,,0.0613880418241024,,,,0.051490239799022675,,,,0.021747056394815445,,,,0.019252467900514603,,,
936,31.2,1,0.2530031040883981,3,0.9996328353881836,0.5345997464616887,0.7722253190094394,-2.159689603940449,0.7755338549613953,0.7086472414065408,1.0097943316707498,-1.2288255760819817,0.8030890226364136,0.3477219147492937,0.9954237608254268,-1.3071899422627962,0.14106398820877075,,,,0.17140336334705353,,,,0.06709197908639908,,,,0.05818239971995354,,,,0.0644431784749031,,,,0.053614094853401184,,,,0.061988119035959244,,,,0.0520271435379982,,,,0.02192513458430767,,,,0.019045239314436913,,,
937,31.233333333333334,1,0.2570230604077761,3,0.999611496925354,0.5353023883076364,0.7725070407618992,-2.1692372134199354,0.7893909215927124,0.7084179690967306,1.0092735965616146,-1.2370747257099324,0.817891001701355,0.3477495205508316,0.9953969486254672,-1.332461214665134,0.14273881912231445,,,,0.18477104604244232,,,,0.06814557313919067,,,,0.06972622871398926,,,,0.06436645984649658,,,,0.054790154099464417,,,,0.06016149744391441,,,,0.05017799884080887,,,,0.021182525902986526,,,,0.018346061930060387,,,
938,31.266666666666666,1,0.25991560991566914,3,0.999582827091217,0.5350952718119122,0.7707607709806102,-2.2194422065823702,0.7894457578659058,0.7085808813614858,1.0089015717999783,-1.283392364797795,0.8208926320075989,0.34726491118219005,0.9953114467252049,-1.3571083979035332,0.15064479410648346,,,,0.19116641581058502,,,,0.06980600208044052,,,,0.07022750377655029,,,,0.06938497722148895,,,,0.0608319528400898,,,,0.0628906711935997,,,,0.052987534552812576,,,,0.021770212799310684,,,,0.019271647557616234,,,
939,31.3,1,0.2618043300910638,3,0.9996015429496765,0.5348247986457951,0.7701794300882673,-2.245772678228875,0.7890051603317261,0.7086990147859105,1.0086372920858515,-1.3066440607234466,0.8213149309158325,0.3470422981314118,0.9951861494950578,-1.3700303738670985,0.15257863700389862,,,,0.19388869404792786,,,,0.07001044601202011,,,,0.07043230533599854,,,,0.07624037563800812,,,,0.06492910534143448,,,,0.06775397807359695,,,,0.05579512566328049,,,,0.022743739187717438,,,,0.0191622506827116,,,
940,31.333333333333332,1,0.261957071434993,3,0.9996142387390137,0.5346246491864864,0.7697580790605206,-2.2725649187970776,0.7914531230926514,0.7092225560566956,1.008534729509687,-1.3380235522575417,0.826886773109436,0.34688671933537507,0.9938664491892345,-1.3935101542622057,0.15224270522594452,,,,0.19082120060920715,,,,0.06963986158370972,,,,0.06953246891498566,,,,0.07621616870164871,,,,0.0650332048535347,,,,0.06783724576234818,,,,0.055607955902814865,,,,0.022064680233597755,,,,0.018492301926016808,,,
941,31.366666666666667,1,0.26261121622071815,3,0.9996151924133301,0.5331537576215348,0.769698899513507,-2.2979778028533886,0.8007769584655762,0.7096813565805377,1.0066097080910155,-1.3651055279087092,0.8333329558372498,0.3463731582447692,0.9927262225890499,-1.4141298174485708,0.14988991618156433,,,,0.1869741827249527,,,,0.06804804503917694,,,,0.06747915595769882,,,,0.07899206876754761,,,,0.06583774089813232,,,,0.0681983083486557,,,,0.054100438952445984,,,,0.02276816964149475,,,,0.017932677641510963,,,
942,31.4,1,0.26298204651818824,3,0.9996138215065002,0.5321349160063085,0.7696442773622442,-2.3302011116250574,0.8122735023498535,0.7099872104744488,1.0028479188822472,-1.3955270298220461,0.8408187627792358,0.3455188515622778,0.991970818380618,-1.4493590342737834,0.14518365263938904,,,,0.18195079267024994,,,,0.06538047641515732,,,,0.0654178187251091,,,,0.08121257275342941,,,,0.06693549454212189,,,,0.06760752201080322,,,,0.05277915671467781,,,,0.022313814610242844,,,,0.017279217019677162,,,
943,31.433333333333334,1,0.2635510371854672,3,0.9996179342269897,0.5318582116893402,0.7712230205016849,-2.3416925645602693,0.8207395076751709,0.7095164508317174,0.9967898431519602,-1.4088074975737355,0.8448864221572876,0.3448850472755784,0.9902503478507922,-1.460973972421519,0.14156073331832886,,,,0.17597784101963043,,,,0.06397300958633423,,,,0.06330601125955582,,,,0.08269046992063522,,,,0.06719981133937836,,,,0.07081786543130875,,,,0.054292887449264526,,,,0.02350739948451519,,,,0.017593590542674065,,,
944,31.466666666666665,1,0.26429991467067826,3,0.9996412992477417,0.5316273074877291,0.7720910691851638,-2.3676395757708018,0.8216493129730225,0.7095432416087372,0.9949865313539856,-1.451379381564249,0.8521918654441833,0.3444414826225527,0.9890220752941079,-1.4898057898274484,0.14659690856933594,,,,0.1722755879163742,,,,0.067231684923172,,,,0.061902448534965515,,,,0.07874912768602371,,,,0.06491861492395401,,,,0.07209670543670654,,,,0.0565623939037323,,,,0.02404990792274475,,,,0.01803303323686123,,,
945,31.5,1,0.2631544006558565,3,0.9996321201324463,0.5316687892946025,0.7727566389783207,-2.3796026468872173,0.8269396424293518,0.7087840472499716,0.9927794139106041,-1.466771302683048,0.8536178469657898,0.3439944092823964,0.9862923199048195,-1.5004795237654442,0.14032509922981262,,,,0.16585412621498108,,,,0.06407491862773895,,,,0.05907490476965904,,,,0.0785389244556427,,,,0.06411191076040268,,,,0.07202040404081345,,,,0.055435601621866226,,,,0.023989588022232056,,,,0.017392121255397797,,,
946,31.533333333333335,1,0.2620916498395113,3,0.9996189475059509,0.5312562991927756,0.7737623413384743,-2.382624323409736,0.8257251381874084,0.7086792791275314,0.992527739243038,-1.4708467410445458,0.8496179580688477,0.34368106455363145,0.9847820164638148,-1.5062837333472365,0.13876736164093018,,,,0.16157685220241547,,,,0.06238123029470444,,,,0.05595069006085396,,,,0.07773107290267944,,,,0.06280609220266342,,,,0.07411306351423264,,,,0.05706023797392845,,,,0.024518202990293503,,,,0.017324600368738174,,,
947,31.566666666666666,1,0.26338574892053235,3,0.9996240735054016,0.5310465024735018,0.7745292397326777,-2.393507173328954,0.8316502571105957,0.7082626902134906,0.9918631545955232,-1.4685728451121023,0.8556479215621948,0.34343572369744496,0.9823298407906462,-1.510539870629137,0.13767839968204498,,,,0.16395822167396545,,,,0.06165840104222298,,,,0.05558932200074196,,,,0.07954255491495132,,,,0.06366194039583206,,,,0.07466340810060501,,,,0.057220470160245895,,,,0.025368181988596916,,,,0.017751583829522133,,,
948,31.6,1,0.2699826182081149,3,0.999595582485199,0.5307303794997771,0.775045308310845,-2.3440408939804143,0.8370041251182556,0.7076210139344319,0.9910764915325248,-1.4141467502073168,0.8613146543502808,0.343188391507378,0.980640586944413,-1.4571998226827358,0.1455877423286438,,,,0.17733120918273926,,,,0.06404393911361694,,,,0.05986100807785988,,,,0.08705640584230423,,,,0.07703477144241333,,,,0.07950382679700851,,,,0.0686028003692627,,,,0.027343764901161194,,,,0.025494206696748734,,,
949,31.633333333333333,1,0.2708222343084904,3,0.9995783567428589,0.5307155698681362,0.7743977596236674,-2.3218206091999862,0.8386751413345337,0.707062030902021,0.9905088937088451,-1.385490038320323,0.857212245464325,0.34301147705962015,0.980066416375234,-1.4318154648671728,0.1470637023448944,,,,0.18156172335147858,,,,0.06448555737733841,,,,0.0610756017267704,,,,0.09102822095155716,,,,0.07793678343296051,,,,0.08063872903585434,,,,0.06788908690214157,,,,0.028192762285470963,,,,0.025351135060191154,,,
950,31.666666666666668,1,0.269949214389691,3,0.9995982050895691,0.5315522089701037,0.7738509916177774,-2.364489585856189,0.8406989574432373,0.7065432663255522,0.9888787425620575,-1.4258431283905408,0.858778178691864,0.3427903085217359,0.9796863301581898,-1.4774373131008076,0.14360646903514862,,,,0.17759498953819275,,,,0.06351536512374878,,,,0.06015947088599205,,,,0.08912717550992966,,,,0.07577145844697952,,,,0.08116858452558517,,,,0.0667981505393982,,,,0.028190823271870613,,,,0.02433195896446705,,,
951,31.7,1,0.26864467790493596,3,0.9996116161346436,0.5314261947642562,0.7734955767828194,-2.3870844339228796,0.8310298919677734,0.7067634937013698,0.9929936399007095,-1.4561741175047567,0.8607177138328552,0.34279971326250214,0.9792868567298583,-1.5088293701318691,0.14596129953861237,,,,0.17230744659900665,,,,0.06370623409748077,,,,0.057871658354997635,,,,0.0853455439209938,,,,0.07330633699893951,,,,0.08228970319032669,,,,0.06796815246343613,,,,0.02831566147506237,,,,0.023949554190039635,,,
952,31.733333333333334,1,0.26847315307420033,3,0.9995855689048767,0.5315861964424012,0.773268655342517,-2.3666204816528147,0.8347474932670593,0.706910911579118,0.9944731502692876,-1.4300177211815523,0.8625489473342896,0.3428364267289724,0.9793636551453184,-1.4828190907771839,0.14374932646751404,,,,0.17153123021125793,,,,0.06238704174757004,,,,0.05706438049674034,,,,0.08751443773508072,,,,0.07520490139722824,,,,0.07991655170917511,,,,0.06520826369524002,,,,0.027590541169047356,,,,0.023102305829524994,,,
953,31.766666666666666,1,0.2697388226023087,3,0.9995750784873962,0.5306997721333991,0.770105754119019,-2.362050086706836,0.8377693295478821,0.7072495662822624,0.995476191865671,-1.4233130892791435,0.8668431043624878,0.34252396218360065,0.9779165750411607,-1.4850246144786294,0.1472427248954773,,,,0.178251251578331,,,,0.0648966059088707,,,,0.0607483796775341,,,,0.08761033415794373,,,,0.07416936010122299,,,,0.07849232852458954,,,,0.062477532774209976,,,,0.026803502812981606,,,,0.021725161001086235,,,
954,31.8,1,0.268828472838952,3,0.9995891451835632,0.5300131318427903,0.7685086849801761,-2.3137999984770725,0.8382721543312073,0.709914917802613,1.0034178355724492,-1.409748851902749,0.8676699995994568,0.34281121785110646,0.9800520137913247,-1.438609546762543,0.14834409952163696,,,,0.1726217418909073,,,,0.06493289023637772,,,,0.05824140086770058,,,,0.08534251898527145,,,,0.0718267560005188,,,,0.07859929651021957,,,,0.062107574194669724,,,,0.026383379474282265,,,,0.020839190110564232,,,
955,31.833333333333332,1,0.2885197615967347,3,0.9995823502540588,0.5276623223444271,0.7658493962318813,-1.9811179905339873,0.8540200591087341,0.7078067387531803,0.9979803583595767,-1.1519039151601256,0.8801817297935486,0.34597991075383117,0.9766830282585872,-1.1863520964376986,0.20311374962329865,,,,0.23387908935546875,,,,0.12432520091533661,,,,0.13884994387626648,,,,0.07702384144067764,,,,0.06484026461839676,,,,0.07271743565797806,,,,0.05795051157474518,,,,0.02466537617146969,,,,0.01960734836757183,,,
956,31.866666666666667,1,0.2946308408505641,3,0.9995563626289368,0.516526688928834,0.7537340415022553,-1.8014675923628962,0.8648853302001953,0.6918178307785019,0.9539309218626748,-1.0406245563698393,0.8889249563217163,0.34783802545454645,0.9475363367819722,-1.076521620857219,0.2280779331922531,,,,0.2436339408159256,,,,0.15240007638931274,,,,0.16184204816818237,,,,0.07001391053199768,,,,0.05909651890397072,,,,0.0665515884757042,,,,0.05362740159034729,,,,0.02286124788224697,,,,0.018729615956544876,,,
957,31.9,1,0.30636554669875365,3,0.9995586276054382,0.5101068425742805,0.7450795218101389,-1.7249936127573597,0.8775027990341187,0.6748582199654377,0.9139397017728359,-0.9892089349022315,0.8994218707084656,0.34703107954532486,0.9133438797609761,-1.0437128623279432,0.25353363156318665,,,,0.2774829566478729,,,,0.19182763993740082,,,,0.2103504240512848,,,,0.06419872492551804,,,,0.05470618978142738,,,,0.06190907582640648,,,,0.050722185522317886,,,,0.02212589979171753,,,,0.019412081688642502,,,
958,31.933333333333334,1,0.31396049418701577,3,0.9995924234390259,0.5009336487449819,0.7353989453440778,-1.8683047120508793,0.8894802331924438,0.6642848782548286,0.8579691381056854,-1.0905429350727363,0.9092897772789001,0.3397373060090284,0.8824300162267414,-1.149734359578962,0.2678968906402588,,,,0.304417222738266,,,,0.2086154967546463,,,,0.24272504448890686,,,,0.0600610189139843,,,,0.052323855459690094,,,,0.05816928669810295,,,,0.048187803477048874,,,,0.02143983170390129,,,,0.019287539646029472,,,
959,31.966666666666665,1,0.322245753585146,3,0.9996151924133301,0.49522023908280627,0.7211237112609655,-1.8237160322384107,0.9004151225090027,0.6594929708010241,0.8242858580310964,-1.0604277113254361,0.9182077050209045,0.33515195943832976,0.8651307517876435,-1.1232999435242736,0.2849877178668976,,,,0.32321277260780334,,,,0.2321893572807312,,,,0.2835635542869568,,,,0.055977847427129745,,,,0.04929722845554352,,,,0.05562859773635864,,,,0.04539978876709938,,,,0.02152918465435505,,,,0.01917072758078575,,,
960,32.0,1,0.32767458646916425,3,0.9996404051780701,0.4906141455808114,0.6983641795267341,-1.8591495547812429,0.9101624488830566,0.6575109967665274,0.7874510836692528,-1.080498417359873,0.926142692565918,0.3307836098327677,0.8531916227155076,-1.1448087960306512,0.28750696778297424,,,,0.3420737683773041,,,,0.2431807816028595,,,,0.3219868838787079,,,,0.05174866318702698,,,,0.04607320949435234,,,,0.05119401589035988,,,,0.04167831316590309,,,,0.02043471485376358,,,,0.01794675923883915,,,
961,32.03333333333333,1,0.3294236341921183,3,0.9996521472930908,0.48832138449819695,0.6522356796627019,-1.8124632096176219,0.9190322160720825,0.6596603936308104,0.7543875839774125,-1.0605230888720345,0.9334139227867126,0.32739093601684854,0.8307490051139595,-1.118184966730733,0.28668084740638733,,,,0.35271212458610535,,,,0.2495684027671814,,,,0.33254173398017883,,,,0.04694719240069389,,,,0.04198536276817322,,,,0.04660184308886528,,,,0.03785133361816406,,,,0.018991263583302498,,,,0.01652885414659977,,,
962,32.06666666666667,1,0.33450664594196355,3,0.9996786117553711,0.4909768635989255,0.6201362560049039,-1.7856700737396287,0.9270135164260864,0.6663531504519218,0.7326836592480559,-1.0454685482081962,0.9399760961532593,0.3249679991601582,0.8136153489594103,-1.0977369368288532,0.28509727120399475,,,,0.3697666525840759,,,,0.2718806266784668,,,,0.36279988288879395,,,,0.04283861443400383,,,,0.03874124586582184,,,,0.042808521538972855,,,,0.03463633731007576,,,,0.01787615194916725,,,,0.015472868457436562,,,
963,32.1,1,0.3380717979027675,3,0.9997044801712036,0.49335255170590864,0.6069361771045862,-1.8597736342135651,0.9338626265525818,0.6708925256841582,0.7234064166314913,-1.0864987706033422,0.9456102848052979,0.323708276182321,0.8073063203862417,-1.141151499167038,0.2843035161495209,,,,0.37920212745666504,,,,0.27794885635375977,,,,0.3936229944229126,,,,0.039751019328832626,,,,0.036772336810827255,,,,0.039748646318912506,,,,0.03240897133946419,,,,0.016926530748605728,,,,0.015070982277393341,,,
964,32.13333333333333,1,0.3413510172842787,3,0.9997210502624512,0.49510443966894374,0.5890078210263567,-1.8728420365222798,0.9402124881744385,0.6732380849916976,0.70037833424382,-1.0982325667561712,0.9507496356964111,0.3227839302628588,0.7977299845635668,-1.1684430976614029,0.2847635746002197,,,,0.3830752372741699,,,,0.2911421060562134,,,,0.420663982629776,,,,0.03647247329354286,,,,0.03398623317480087,,,,0.03657660260796547,,,,0.029841376468539238,,,,0.016112230718135834,,,,0.014246233738958836,,,
965,32.166666666666664,1,0.34543136263696045,3,0.9997348189353943,0.4967612557899586,0.5824527268012744,-1.9151816109675122,0.9459028244018555,0.6769947016198902,0.6899698505836805,-1.1318533237869675,0.9551563858985901,0.32224941572810667,0.7973781277233205,-1.1990712739957639,0.2907566428184509,,,,0.39112386107444763,,,,0.2971172630786896,,,,0.4419480562210083,,,,0.03678826615214348,,,,0.03541278839111328,,,,0.03592872992157936,,,,0.02914925292134285,,,,0.016665522009134293,,,,0.014923302456736565,,,
966,32.2,1,0.3454617044816797,3,0.9997242093086243,0.4970119191511613,0.5808770862301456,-1.8832439837754333,0.9507098197937012,0.6795206927032895,0.6942161590880808,-1.1006980768110943,0.9581705927848816,0.31512040719276485,0.8278587494935283,-1.1623708626184153,0.28204262256622314,,,,0.38617390394210815,,,,0.29814714193344116,,,,0.457998663187027,,,,0.034275662153959274,,,,0.032901566475629807,,,,0.03348110243678093,,,,0.026978900656104088,,,,0.016190113499760628,,,,0.01420785952359438,,,
967,32.233333333333334,1,0.34853206094927514,3,0.9995895028114319,0.49259918782243123,0.5742664898391749,-1.7204693178862724,0.9552502036094666,0.6743694488148032,0.6873699376700977,-0.9651672106868638,0.9619913101196289,0.31097708918074835,0.8189489329111558,-1.0381022765623829,0.2969217598438263,,,,0.4003312587738037,,,,0.30350759625434875,,,,0.46822211146354675,,,,0.030985243618488312,,,,0.029753081500530243,,,,0.03105630725622177,,,,0.024892762303352356,,,,0.01520871464163065,,,,0.01320694014430046,,,
968,32.266666666666666,1,0.3499694634228945,3,0.9995787739753723,0.4940889229097991,0.5705878233382433,-1.695454654531804,0.9594168663024902,0.6727443179247873,0.6821841383778117,-0.9544515215675662,0.9656121134757996,0.30848307653460944,0.8022589742120492,-1.03992578308494,0.29383614659309387,,,,0.4132072925567627,,,,0.3001202940940857,,,,0.48207592964172363,,,,0.02860253117978573,,,,0.02780037745833397,,,,0.02907370589673519,,,,0.023283151909708977,,,,0.01444157212972641,,,,0.012554269284009933,,,
969,32.3,1,0.35448551493195385,4,0.9996122717857361,0.4987456207278689,0.5770354218113949,-1.7215201658069978,0.9633703231811523,0.677285803211795,0.6798042743764463,-0.9536286674265504,0.9689458012580872,0.31003442675804926,0.7929683905128112,-1.0583445215672032,0.30034056305885315,,,,0.4274590313434601,,,,0.3185185492038727,,,,0.5031070709228516,0.25637592873007037,1.2298115258902367,-1.8794126121331334,0.026518696919083595,,,,0.02601439692080021,,,,0.02701878733932972,,,,0.02155715972185135,,,,0.013903475366532803,,,,0.011945567093789577,,,
970,32.333333333333336,1,0.3536027284482351,4,0.9996387958526611,0.49320429298900803,0.5896713994721543,-1.8873659473103208,0.9663482308387756,0.6727222889633444,0.6803646388206382,-1.0708097276714552,0.971159040927887,0.3027469177013147,0.793714277634862,-1.159328463585659,0.28957805037498474,,,,0.42669591307640076,,,,0.31114479899406433,,,,0.5094326138496399,0.2562779148491321,1.2093321517947355,-1.902448615003661,0.025401409715414047,,,,0.02534453012049198,,,,0.025839319452643394,,,,0.020652998238801956,,,,0.013831200078129768,,,,0.011768568307161331,,,
971,32.36666666666667,1,0.35495636999033964,4,0.9996308088302612,0.49229539149538937,0.5911378625975032,-1.9464297245948856,0.9692072868347168,0.6701080802063173,0.6808154554950644,-1.1145626704234854,0.9735614061355591,0.2995161981657997,0.7890677103230257,-1.211344756720502,0.2918572723865509,,,,0.4272821545600891,,,,0.3143436312675476,,,,0.5217734575271606,0.2651606233964829,1.159849495201322,-1.8801119768602894,0.0238970797508955,,,,0.024220971390604973,,,,0.024533376097679138,,,,0.01961343362927437,,,,0.013150759972631931,,,,0.011361171491444111,,,
972,32.4,1,0.35665725651555336,4,0.9996271133422852,0.49189675946509226,0.5890635385873104,-1.9679187263753553,0.9719361066818237,0.6701653184578834,0.6816307048252438,-1.142738906566032,0.9759356379508972,0.2981822738938628,0.7872049087465036,-1.242242863403387,0.2955314815044403,,,,0.4374426603317261,,,,0.3162463903427124,,,,0.5264085531234741,0.26912805660916644,1.2071667823754835,-1.8609437893617424,0.022971143946051598,,,,0.023633787408471107,,,,0.02365933731198311,,,,0.018883053213357925,,,,0.013010649010539055,,,,0.011258420534431934,,,
973,32.43333333333333,1,0.36027194194209117,4,0.9996006488800049,0.4918148772878723,0.5880030785335629,-1.9752312231058453,0.9743956327438354,0.6686668343802504,0.6813093481635898,-1.1599213258590397,0.9781150221824646,0.2953044528688161,0.7837071152454773,-1.266571235099076,0.3057112693786621,,,,0.45352545380592346,,,,0.3168298304080963,,,,0.5304405689239502,0.27278992391673024,1.2419951617215237,-1.8779720987431001,0.026211030781269073,,,,0.02956470660865307,,,,0.02414819970726967,,,,0.01950760930776596,,,,0.013045278377830982,,,,0.012439994141459465,,,
974,32.46666666666667,1,0.3627242130728868,4,0.9995743036270142,0.4927820652598434,0.5927547073397508,-2.053790462970356,0.9765843749046326,0.6677911841096628,0.6814304749889268,-1.2155285143173007,0.980068564414978,0.2925398179339983,0.7816696993855945,-1.323633386698412,0.31441548466682434,,,,0.468948632478714,,,,0.3168235123157501,,,,0.5312994122505188,0.2711565216375699,1.265731976593128,-1.9387479591256631,0.026654867455363274,,,,0.030863039195537567,,,,0.02445446141064167,,,,0.019619088619947433,,,,0.013211732730269432,,,,0.012897295877337456,,,
975,32.5,1,0.3645417239660254,4,0.9995760917663574,0.49384035497029677,0.5965552945160298,-2.101139995527003,0.9782357215881348,0.6677621815855804,0.6881412856286928,-1.2543406431199497,0.9814077019691467,0.2910110086116525,0.7868171555443424,-1.35578672071788,0.32001057267189026,,,,0.4675582945346832,,,,0.32294762134552,,,,0.5423998832702637,0.2812792940929847,1.2298111759774026,-1.9608739433209474,0.025528913363814354,,,,0.0297721978276968,,,,0.02466515637934208,,,,0.02005719020962715,,,,0.013346037827432156,,,,0.013537028804421425,,,
976,32.53333333333333,1,0.3641177291193834,4,0.9995667934417725,0.5001305945752466,0.5921716524617274,-2.1507437757156427,0.9800362586975098,0.6757484883048983,0.6865753943477387,-1.2780191144371997,0.9830488562583923,0.29180487006300015,0.780444148764081,-1.380970756077223,0.3172028958797455,,,,0.4683367908000946,,,,0.32238197326660156,,,,0.5432356595993042,0.2889129240112227,1.2165143261558309,-2.032282327837175,0.023641761392354965,,,,0.027634965255856514,,,,0.023484794422984123,,,,0.01897350884974003,,,,0.01303224265575409,,,,0.012953978031873703,,,
977,32.56666666666667,1,0.3635395812587096,4,0.9995632171630859,0.5040563290940605,0.589449733835407,-2.196735419040073,0.981195867061615,0.6866368201360301,0.6937812974381466,-1.3271982618885714,0.9842297434806824,0.29198017325575476,0.7833791102067102,-1.4102642574950228,0.31559303402900696,,,,0.46535301208496094,,,,0.32195574045181274,,,,0.5419632792472839,0.2869209541040366,1.2712686259691464,-2.0799478358611445,0.022408785298466682,,,,0.026511890813708305,,,,0.02292822115123272,,,,0.01847096160054207,,,,0.012953318655490875,,,,0.012887485325336456,,,
978,32.6,1,0.3638238107355741,4,0.9995455741882324,0.5017210743763861,0.5880239697688455,-2.206143381241564,0.9818663597106934,0.6915895504643159,0.6996873842904581,-1.3344801390272611,0.9851303100585938,0.29106804454925383,0.7961358117626933,-1.4114932445020396,0.3178931176662445,,,,0.4663030207157135,,,,0.32310041785240173,,,,0.5453649163246155,0.2876297489017639,1.2306804676255765,-2.1166065143157526,0.02080390974879265,,,,0.024668380618095398,,,,0.02209755964577198,,,,0.01786026358604431,,,,0.012605375610291958,,,,0.012470333836972713,,,
